"Scientific name","New","Common name","Clade","Taxon ID","Assembly name","Accession","Genome size (bps)","Annotation provider","Annotation method","Annotation","Genome","Homology","RNA Seq"
"Panonychus citri","","Citrus red mite (SS)","Arthropods","50023","ASM1489881v1","GCA_014898815.1","83980526","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Panthera leo x Panthera tigris","","Tiger","Mammals","235915","P.tigris_Pti1_mat1.0","GCA_018350195.1","2408678698","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Panthera leo x Panthera tigris","","Lion","Mammals","235915","P.leo_Ple1_pat1.0","GCA_018350215.1","2297552363","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pantherophis guttatus","","Corn snake","Reptiles","94885","UNIGE_PanGut_3.0","GCA_001185365.2","1706961544","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Panzeria rudis","","Flies","Diptera","1918131","idPanRudi1.1","GCA_956483635.1","852218079","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Papilio machaon","","Common yellow swallowtail","Lepidoptera","76193","ilPapMach1.1","GCA_912999745.1","252114018","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Papilio machaon","","Common yellow swallowtail (alternate haplotype)","Lepidoptera","76193","ilPapMach1.2_alternate_haplotype","GCA_912999765.2","229243718","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Papilio machaon","","Common yellow swallowtail (alternate haplotype)","Lepidoptera","76193","ilPapMach1.1_alternate_haplotype","GCA_912999765.1","255982418","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Papio anubis","","Olive baboon","Primates","9555","Panubis1.0","GCA_008728515.1","2869821163","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Paracanthobrama guichenoti","","Bony fishes","Fish","291819","ASM1874946v1","GCA_018749465.1","1087742959","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Paralichthys olivaceus","","Japanese flounder","Fish","8255","ASM2471397v2","GCA_024713975.2","588187604","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Paramacrobiotus metropolitanus","","Water bear tardigrade (TYO)","Metazoa","2943436","Prichtersi_v1.0","GCA_019649055.1","170509133","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Parambassis ranga","","Indian glassy fish","Fish","210632","fParRan2.1","GCA_900634625.1","551012959","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Parambassis ranga","","Indian glassy fish","Fish","210632","fParRan2.2","GCA_900634625.2","551012959","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Parapoynx stratiotata","","Moths","Lepidoptera","1594321","ilParStra1.1","GCA_910589355.1","478233360","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Parapoynx stratiotata","","Moths (alternate haplotype)","Lepidoptera","1594321","ilParStra1.1_alternate_haplotype","GCA_910589245.1","452850288","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pararge aegeria","","Speckled Wood Butterfly (alternate haplotype)","Lepidoptera","116150","ilParAegt1.1_alternate_haplotype","GCA_905163545.1","440921836","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pararge aegeria","","Speckled Wood Butterfly","Lepidoptera","116150","ilParAegt1.1","GCA_905163445.1","516571003","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Parascotia fuliginaria","","Moths","Lepidoptera","938205","ilParFuli1.1","GCA_963082885.1","541559432","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Parasteatoda tepidariorum","","Common house spider (Goettingen)","Arthropods","114398","Ptep_3.0","GCA_000365465.3","1228972128","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Parietaria judaica","","Eudicots","Plants","33127","drParJuda1.1","GCA_954871525.1","538732769","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pasiphila rectangulata","","Moths","Lepidoptera","572874","ilPasRect1.1","GCA_963082625.1","582497353","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Passer domesticus","","House sparrow","Birds","48849","Passer_domesticus-1.0","GCA_001700915.1","1042703894","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Patella depressa","","Gastropods","Metazoa","87960","xgPatDepr1.1","GCA_948474765.1","683711263","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Patella pellucida","","Gastropods","Metazoa","88005","xgPatPell1.1","GCA_917208275.1","712057054","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Patella vulgata","","Common limpet","Metazoa","6465","xgPatVulg1.1","GCA_932274485.1","694468775","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Patella vulgata","","Common limpet (alternate haplotype)","Metazoa","6465","xgPatVulg1.1_alternate_haplotype","GCA_932274405.1","690224887","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Patiria miniata","","Bat star starfish (m_02_andy)","Metazoa","46514","Pmin_3.0","GCA_015706575.1","608344308","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pecten maximus","","Great Scallop","Metazoa","6579","xPecMax1.1","GCA_902652985.1","918306378","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pectinophora gossypiella","","Pink bollworm (alternate haplotype)","Lepidoptera","13191","ilPecGoss1.1_alternate_haplotype","GCA_024362825.1","322000363","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pectinophora gossypiella","","Pink bollworm","Lepidoptera","13191","ilPecGoss1.1","GCA_024362695.1","476509747","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pedicia rivosa","","Flies","Diptera","2882575","idPedRivo1.1","GCA_963082725.1","279514828","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pelagia noctiluca","","Jellyfishes","Metazoa","400838","jsPelNoct2.1","GCA_963924455.1","357081105","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pemphredon lugubris","","Bees","Hymenoptera","2495172","iyPemLugu1.1","GCA_933228935.1","328143241","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Penaeus chinensis","","Fleshy prawn","Arthropods","139456","ASM1920278v2","GCA_019202785.2","1466079641","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Penaeus japonicus","","Kuruma shrimp (Ginoza2017)","Arthropods","27405","Mj_TUMSAT_v1.0","GCA_017312705.1","1705010925","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Penaeus monodon","","Black tiger shrimp (SGIC_2016)","Arthropods","6687","NSTDA_Pmon_1","GCA_015228065.1","2394347767","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Penaeus vannamei","","Pacific white shrimp","Arthropods","6689","ASM378908v1","GCA_003789085.1","1663581301","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Perca fluviatilis","NEW","European perch","Fish","8168","GENO_Pfluv_1.0","GCA_010015445.1","951362311","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Perccottus glenii","","Chinese sleeper (Heilongjiang)","Fish","284583","ASM2441683v2","GCA_024416835.2","760906522","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Peribatodes rhomboidaria","","Willow beauty (alternate haplotype)","Lepidoptera","190356","ilPerRhom1.1_alternate_haplotype","GCA_911728505.1","489305594","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Peribatodes rhomboidaria","","Willow beauty","Lepidoptera","190356","ilPerRhom1.1","GCA_911728515.1","499713095","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Periophthalmus magnuspinnatus","","Korean mudskipper","Fish","409849","fPerMag1.2.pri","GCA_009829125.3","752622058","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Periophthalmus magnuspinnatus","","Korean giant-fin mudskipper","Fish","409849","fPerMag1.pri","GCA_009829125.1","752621858","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Periphyllus acericola","","Aphids","Hemiptera","1425412","ihPerAcec1.1","GCA_949715065.1","405345386","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Perizoma affinitatum","","Moths","Lepidoptera","934816","ilPerAffn1.1","GCA_961405105.1","357692699","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Perizoma flavofasciatum","","Moths","Lepidoptera","934819","ilPerFlao1.1","GCA_958496245.1","369279619","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Perognathus longimembris pacificus","","Pacific pocket mouse","Rodents & lagomorphs","214514","ASM2315922v1","GCA_023159225.1","2212099196","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Peromyscus eremicus","","Cactus mouse","Rodents & lagomorphs","42410","PerEre_H1_v1","GCA_949786435.1","2908102420","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Peromyscus eremicus","","Cactus mouse","Rodents & lagomorphs","42410","PerEre_H2_v1","GCA_949786415.1","2916563079","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Peromyscus eremicus","","Cactus mouse","Rodents & lagomorphs","42410","Peer1.7.4","GCA_902702925.1","2713541378","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Peromyscus leucopus","","White-footed mouse","Rodents & lagomorphs","10041","Pero_0.1","GCA_004664715.1","2474071336","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Petromyzon marinus","","Sea lamprey","Chordates","7757","kPetMar1.pri","GCA_010993605.1","1089050413","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Petrophora chlorosata","","Moths","Lepidoptera","875879","ilPetChlo1.1","GCA_951640565.1","511997224","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phacochoerus africanus","","Common warthog","Mammals","41426","CAU-W","GCA_019331625.1","2416669532","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Phacochoerus africanus","","Common warthog","Mammals","41426","ROS_Pafr_v1","GCA_016906955.1","2435099810","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Phaedon cochleariae","","Mustard beetle","Coleoptera","80249","PGI_PHAECO_v1","GCA_918026855.1","869734947","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phalacrocorax aristotelis","","European shag","Birds","126867","bGulAri2.1","GCA_949628215.1","1279116138","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Phalera bucephala","","Moths","Lepidoptera","753216","ilPhaBuce1.2","GCA_905147815.2","933132188","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phalera bucephala","","Moths (alternate haplotype)","Lepidoptera","753216","ilPhaBuce1.2_alternate_haplotype","GCA_905147805.2","858026449","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phasia obesa","","Flies","Diptera","1918144","idPhaObes1.1","GCA_949628195.1","876805420","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pheosia gnoma","","Moths","Lepidoptera","988018","ilPheGnom1.1","GCA_905404115.1","271333527","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pheosia gnoma","","Moths (alternate haplotype)","Lepidoptera","988018","ilPheGnom1.1_alternate_haplotype","GCA_905404125.1","276440668","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pheosia tremula","","Moths (alternate haplotype)","Lepidoptera","988019","ilPheTrem1.1_alternate_haplotype","GCA_905333115.1","295036384","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pheosia tremula","","Moths","Lepidoptera","988019","ilPheTrem1.1","GCA_905333125.1","290204870","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pherbina coryleti","","Flies (alternate haplotype)","Diptera","1096077","idPheCory1.1_alternate_haplotype","GCA_943735905.1","872810113","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pherbina coryleti","","Flies","Diptera","1096077","idPheCory1.1","GCA_943735915.1","862951653","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Philereme vetulata","","Moths","Lepidoptera","934888","ilPhiVetu1.1","GCA_918857605.1","771064230","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Philereme vetulata","","Moths (alternate haplotype)","Lepidoptera","934888","ilPhiVetu1.1_alternate_haplotype","GCA_918811585.1","664315961","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Philereme vetulata","","Moths","Lepidoptera","934888","ilPhiVetu1.2","GCA_918857605.2","771064230","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Philonthus cognatus","","Beetles (alternate haplotype)","Coleoptera","346820","icPhiCogn1.1_alternate_haplotype","GCA_932526485.1","909491733","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Philonthus cognatus","","Beetles","Coleoptera","346820","icPhiCogn1.1","GCA_932526585.1","1030548203","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Philonthus cognatus","","Beetles","Coleoptera","346820","icPhiCogn1.2","GCA_932526585.2","1030548203","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Philonthus spinipes","","Beetles","Coleoptera","878362","icPhiSpin1.1","GCA_963082785.1","671063352","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phlebotomus argentipes","","Sandfly","Diptera","94469","Phlebotomus_argentipes_genome_assembly","GCF_947086385.1","97615085","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phlebotomus papatasi","","Sand fly (M1)","Diptera","29031","Ppap_2.0","GCF_024763615.2","351623088","NCBI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phlebotomus perniciosus","","Sand fly (Infravec2 Murcia)","Diptera","13204","pperniciosus_illum_n82538_165Mb","GCA_918844115.1","165589747","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phlebotomus perniciosus","","Sand fly","Diptera","13204","pperniciosus_asm_v2.0","GCA_918844115.2","166001358","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phlogophora meticulosa","","Moths (alternate haplotype)","Lepidoptera","875884","ilPhlMeti2.1_alternate_haplotype","GCA_905147725.1","507279698","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phlogophora meticulosa","","Moths","Lepidoptera","875884","ilPhlMeti2.2","GCA_905147745.2","538644470","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phlogophora meticulosa","","Moths","Lepidoptera","875884","ilPhlMeti2.1","GCA_905147745.1","538644470","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phoca vitulina","","Harbor seal","Mammals","9720","GSC_HSeal_1.0","GCA_004348235.1","2363596144","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Phocoena sinus","","Vaquita","Mammals","42100","mPhoSin1.pri","GCA_008692025.1","2371524154","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phodopus sungorus","","Rodents (SSSS)","Rodents & lagomorphs","10044","Psun_UM_1.1","GCA_023856395.1","2119220676","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Pholidichthys leucotaenia","","Convict blenny","Fish","390368","fPhoLeu1.pri","GCA_020510985.1","6032307556","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pholis gunnellus","","Rock gunnel","Fish","56726","fPhoGun1.2","GCA_910591455.2","588680419","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Phosphuga atrata","","Black snail beetle (alternate haplotype)","Coleoptera","414934","icSilAtra2.1_alternate_haplotype","GCA_944567605.1","1139234133","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phosphuga atrata","","Black snail beetle","Coleoptera","414934","icSilAtra2.1","GCA_944588485.1","1199979240","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phoxinus phoxinus","NEW","Eurasian minnow","Fish","58324","fPhoPho1.1","GCA_949152265.1","950497553","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phragmatobia fuliginosa","","Ruby tiger moth (alternate haplotype)","Lepidoptera","214311","ilPhrFuli1.1_alternate_haplotype","GCA_932526455.1","630605175","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phragmatobia fuliginosa","","Ruby tiger moth","Lepidoptera","214311","ilPhrFuli1.1","GCA_932526445.1","629441928","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phragmites australis","","Common reed","Plants","29695","lpPhrAust1.1","GCA_958298935.1","848669966","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phycodurus eques","","Leafy seadragon","Fish","693459","UOR_Pequ_1.1","GCA_024500275.1","666496122","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Phyllopteryx taeniolatus","","Common seadragon","Fish","161469","UOR_Ptae_1.2","GCA_024500385.1","652173514","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Phyllostomus discolor","","Pale spear-nosed bat","Mammals","89673","mPhyDis1.pri.v3","GCA_004126475.3","2108832841","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phyllostomus discolor","","Pale spear-nosed bat","Mammals","89673","mPhyDis1_v1.p","GCA_004126475.2","2117764065","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phyllotreta striolata","","Striped flea beetle","Coleoptera","444603","PGI_PHYEVI_v3","GCA_918026865.1","132261818","PGI","Import","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phymatocera aterrima","","Hymenopterans","Hymenoptera","362106","iyPhyAter2.1","GCA_963170745.1","280159089","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phyto melanocephala","","Flies","Diptera","1262321","idPhyMeln1.1","GCA_941918925.1","739740587","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Phyto melanocephala","","Flies (alternate haplotype)","Diptera","1262321","idPhyMeln1.1_alternate_haplotype","GCA_941918875.1","708676230","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pieris brassicae","","Large cabbage white","Lepidoptera","7116","ilPieBrab1.1","GCA_905147105.1","292325833","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pieris brassicae","","Large cabbage white (alternate haplotype)","Lepidoptera","7116","ilPieBrab1.1_alternate_haplotype","GCA_905147085.1","264942436","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pieris napi","","Butterflies","Lepidoptera","78633","ilPieNapi4.1_alternate_haplotype","GCA_905231895.1","313474378","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pieris napi","","Butterflies","Lepidoptera","78633","ilPieNapi1.2","GCA_905475465.2","319186907","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pieris napi","","Butterflies (alternate haplotype)","Lepidoptera","78633","ilPieNapi1.1_alternate_haplotype","GCA_905475415.1","306647215","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pieris napi","","Butterflies","Lepidoptera","78633","ilPieNapi1.1","GCA_905475465.1","319186907","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pieris napi","","Butterflies","Lepidoptera","78633","ilPieNapi4.1","GCA_905231885.1","319989255","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pieris rapae","","Cabbage white","Lepidoptera","64459","ilPieRapa1.1","GCA_905147795.1","256355036","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pieris rapae","","Cabbage white (alternate haplotype)","Lepidoptera","64459","ilPieRapa1.1_alternate_haplotype","GCA_905147735.1","241658777","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pillucina vietnamica","","Bivalves","Metazoa","244489","xbPilViet1.1","GCA_964017185.1","1089879945","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pilophorus perplexus","","Bugs","Hemiptera","881727","ihPilPerp1.1","GCA_955831195.1","481318845","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Pipistrellus pipistrellus","","Common pipistrelle","Mammals","59474","mPipPip1.1","GCA_903992545.1","1763422308","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Pipra filicauda","","Wire-tailed manakin","Birds","649802","ASM394559v1","GCA_003945595.1","1110963465","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Plagiodera versicolora","","Willow leaf beetle","Coleoptera","154017","icPlaVers1.1","GCA_963584125.1","236717262","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Planococcus citri","","Citrus mealybug","Hemiptera","170843","ihPlaCitr1.1","GCA_950023065.1","403646906","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plasmodium ovale","","Malaria parasite P. ovale","Plasmodium","36330","PocGH01","GCA_900090035.2","33451205","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plasmodium ovale","","Malaria parasite P. ovale","Plasmodium","36330","PowCR01","GCA_900090025.2","33492878","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","ASM1484394v1","GCA_014843945.1","29766561","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","PvHMP-013","GCA_900178095.1","30971363","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","GCA_900093555","GCA_900093555.2","29040213","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","PvC01","GCA_900093535.1","30214966","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","ASM1484367v1","GCA_014843675.1","29981164","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","ASM1484393v1","GCA_014843935.1","29447970","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plasmodium vivax","","Malaria parasite P. vivax","Plasmodium","5855","ASM1484368v1","GCA_014843685.1","29804011","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Platichthys stellatus","","Starry flounder","Fish","195632","ASM1680193v1","GCA_016801935.1","610007129","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
"Platycheirus albimanus","","Flies","Diptera","414846","idPlaAlba1.1","GCA_916050605.1","677801803","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Platycheirus albimanus","","Flies (alternate haplotype)","Diptera","414846","idPlaAlba1.1_alternate_haplotype","GCA_916050315.1","665330124","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Platycheirus albimanus","","Flies","Diptera","414846","idPlaAlba1.2","GCA_916050605.2","677768813","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Platypus cylindrus","","Beetles","Coleoptera","298138","icPlaCyli4.1","GCA_949748235.1","147464667","Ensembl","BRAKER2","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plebejus argus","","Butterflies","Lepidoptera","242267","ilPleArgu1.3","GCA_905404155.3","382092912","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plebejus argus","","Butterflies","Lepidoptera","242267","ilPleArgu1.1","GCA_905404155.1","382092912","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plebejus argus","","Butterflies (alternate haplotype)","Lepidoptera","242267","ilPleArgu1.1_alternate_haplotype","GCA_905404165.1","381919582","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plebejus argus","","Butterflies","Lepidoptera","242267","ilPleArgu1.2","GCA_905404155.2","382092912","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plectropomus leopardus","NEW","Leopard coralgrouper (MGB_pleo_1.0)","Fish","160734","ASM2693639v1","GCA_026936395.1","849775570","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV",""
"Plectropomus leopardus","","Leopard coralgrouper","Fish","160734","Pleo_1.0","GCA_011397275.1","787600493","Ensembl","Ensembl Genebuild","FASTA/GTF/GFF3/TSV","FASTA","TSV","BAM"
